"Area" "Mean" "StdDev" "Mode" "Min" "Max" "X" "Y" "XM" "YM" "Perim" "BX" "BY" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "RawIntDen" "FeretX" "FeretY" "FeretAngle" "MinFeret" "AR" "Round" "Solidity" "Type"
"29_M_52" 5 13097.6 749.579 13152 12096 14192 2895.9 791.7 2895.898 791.729 7.657 2895 790 2 3 3.144 2.025 108.435 1 3.606 65488 13152 65488 2895 790 123.69 2 1.553 0.644 0.909 "Négatif"
"29_M_53" 65 31786.092 20362.508 65504 12016 65504 2499.915 804.531 2500.318 804.9 32.627 2495 799 9 11 11.053 7.488 119.31 0.767 12.728 2066096 23040 2066096 2495 800 135 8.433 1.476 0.677 0.855 "Négatif"
"29_M_54" 9 14629.333 2433.447 12368 12368 20208 3242.389 800.833 3242.409 800.811 10.485 3241 799 3 4 3.919 2.924 110.301 1 4.472 131664 13520 131664 3241 799 116.565 3 1.34 0.746 0.857 "Négatif"
"29_M_55" 12 15512 3247.656 11888 11888 21344 3406.583 838.167 3406.589 838.207 11.899 3405 836 4 4 4.314 3.542 124.722 1 5 186144 16400 186144 3405 836 126.87 4 1.218 0.821 0.889 "Négatif"
"29_M_56" 8 13436 1412.376 11792 11792 15776 2868.375 844 2868.365 843.992 10.485 2867 842 3 4 3.651 2.79 124.722 0.914 4.472 107488 13648 107488 2867 842 116.565 3 1.308 0.764 0.8 "Négatif"
"29_M_57" 61 29182.426 19722.159 65504 11968 65504 3355.746 856.434 3356.038 856.856 31.698 3351 851 9 11 9.991 7.774 96.203 0.763 11.18 1780128 18656 1780128 3355 862 79.695 8.974 1.285 0.778 0.813 "Négatif"
"29_M_58" 14 16316.571 4076.739 11872 11872 25456 2417.714 857.214 2417.676 857.247 13.899 2416 855 4 5 4.897 3.64 106.956 0.911 5.831 228432 16560 228432 2416 855 120.964 4 1.345 0.743 0.824 "Négatif"
"29_M_59" 7 14290.286 2793.034 11696 11696 17888 3040.214 869.5 3040.239 869.441 8.485 3039 868 3 3 3.086 2.888 90 1 3.606 100032 13360 100032 3039 868 123.69 3 1.069 0.936 0.875 "Négatif"
"29_M_60" 70 30048 19849.006 65504 11776 65504 2337.3 888.129 2337.851 888.389 39.941 2332 883 10 10 10.528 8.466 117.195 0.551 12.806 2103360 21536 2103360 2333 883 128.66 9.707 1.244 0.804 0.8 "Négatif"
"29_M_61" 15 15908.267 3597.904 14080 12080 25008 1826.167 912.767 1826.079 912.773 13.314 1824 911 5 4 4.759 4.014 5.884 1 5.385 238624 14496 238624 1824 911 158.199 4 1.186 0.843 0.882 "Négatif"
"29_M_62" 34 22632.471 11418.43 38080 11712 52288 3214.824 921.912 3215.066 922.018 21.556 3211 918 7 7 6.749 6.415 158.036 0.919 8.062 769504 18784 769504 3213 918 119.745 6.957 1.052 0.951 0.84 "Négatif"
"29_M_63" 6 13066.667 930.296 12032 12032 14816 3210.5 927 3210.492 926.98 7.657 3209 926 3 2 3.385 2.257 0 1 3.606 78400 12976 78400 3209 926 146.31 2 1.5 0.667 1 "Négatif"
"29_M_64" 9 18830.222 4007.325 11936 11936 26032 2609.5 932.167 2609.541 932.204 10.485 2608 930 3 4 4.204 2.726 125.783 1 5 169472 18608 169472 2608 930 126.87 3 1.542 0.648 0.857 "Négatif"
"29_M_65" 22 14042.182 2025.228 11808 11808 18192 3421.727 932.909 3421.841 932.948 25.799 3417 930 8 6 7.671 3.652 157.17 0.415 9.434 308928 13168 308928 3417 931 147.995 5.06 2.101 0.476 0.629 "Négatif"
"29_M_66" 5 12777.6 691.581 11856 11856 13408 3243.1 933.3 3243.098 933.308 7.657 3242 932 2 3 3.144 2.025 108.435 1 3.606 63888 12960 63888 3242 932 123.69 2 1.553 0.644 0.909 "Négatif"
"29_M_67" 9 13123.556 1532.575 11776 11776 16048 2527.278 939.833 2527.251 939.803 10.485 2526 938 3 4 3.685 3.109 82.372 1 4.472 118112 12672 118112 2526 942 63.435 3 1.185 0.844 0.857 "Négatif"
"29_M_68" 51 29045.647 19032.794 65504 11712 65504 2651.873 948.696 2652.121 948.906 30.042 2648 944 8 9 8.834 7.351 118.617 0.71 10.296 1481328 19104 1481328 2649 944 119.055 8 1.202 0.832 0.843 "Négatif"
"29_M_69" 6 13272 1999.161 11712 11712 17216 3216.333 957.333 3216.34 957.351 8.485 3215 956 3 3 3.14 2.433 135 1 3.606 79632 12672 79632 3215 956 123.69 2.828 1.291 0.775 0.8 "Négatif"
"29_M_70" 36 23837.778 16771.943 65504 11744 65504 3522.889 961.639 3523.011 961.885 24.385 3519 957 8 8 7.399 6.195 121.912 0.761 8.602 858160 15664 858160 3522 957 125.538 7.071 1.194 0.837 0.8 "Négatif"
"29_M_71" 10 15064 2804.525 11760 11760 19504 2918.2 978.8 2918.139 978.771 11.314 2916 977 4 4 3.975 3.203 135 0.982 4.472 150640 15248 150640 2917 977 116.565 3.536 1.241 0.806 0.8 "Négatif"
"29_M_72" 112 25276.714 16495.492 65504 11728 65504 2155.125 995.955 2155.682 996.309 49.941 2148 987 12 16 15.913 8.961 69.118 0.564 17.493 2830992 19008 2830992 2148 1002 59.036 11.18 1.776 0.563 0.792 "Négatif"
"29_M_73" 7 14898.286 2573.157 12144 12144 18896 4059.643 990.929 4059.65 990.914 10.485 4058 989 3 4 3.516 2.535 100.901 0.8 4.123 104288 13792 104288 4059 989 104.036 3 1.387 0.721 0.737 "Négatif"
"29_M_74" 156 33838.974 21522.715 65504 11712 65504 3048.295 1010.673 3048.71 1011.156 51.355 3040 1004 17 13 17.502 11.349 163.034 0.743 18.385 5278880 23744 5278880 3040 1007 157.62 12.369 1.542 0.648 0.869 "Négatif"
"29_M_75" 5 13408 1184.432 11984 11984 15152 3223.3 1006.3 3223.274 1006.306 10.485 3222 1005 3 3 2.603 2.446 45.001 0.572 3.606 67040 13296 67040 3222 1005 123.69 3 1.064 0.94 0.667 "Négatif"
"29_M_76" 8 14936 2199.886 12528 12528 18368 3450.375 1006.375 3450.339 1006.442 9.071 3449 1005 3 3 3.538 2.879 45 1 4.243 119488 15360 119488 3449 1008 45 3 1.229 0.814 0.941 "Négatif"
"29_M_77" 14 14624 1872.331 12192 12192 17328 3194.929 1011.786 3194.937 1011.838 18.142 3193 1008 4 7 6.306 2.827 76.927 0.535 7.28 204736 15296 204736 3194 1015 74.055 3.795 2.231 0.448 0.683 "Négatif"
"29_M_78" 29 19602.759 8003.901 12064 12064 40768 3188.052 1018.19 3188.193 1018.273 23.799 3184 1014 7 8 6.355 5.81 98.391 0.643 8.062 568480 16512 568480 3188 1014 97.125 6.364 1.094 0.914 0.753 "Négatif"
"29_M_79" 34 23636.235 11783.19 11872 11872 53296 2861.5 1020.412 2861.438 1020.31 25.799 2857 1016 8 8 8.566 5.054 133.367 0.642 9.434 803632 20672 803632 2860 1016 122.005 6.364 1.695 0.59 0.756 "Négatif"
"29_M_80" 44 26669.091 18172.65 65504 11680 65504 2155.5 1021.932 2155.918 1022.157 26.385 2152 1017 8 9 7.937 7.058 127.07 0.794 9.849 1173440 19664 1173440 2154 1017 113.962 8 1.125 0.889 0.8 "Négatif"
"29_M_81" 23 20996.174 10825.322 12256 11776 51104 2449.37 1024.065 2449.464 1024.298 19.556 2446 1021 6 6 5.933 4.936 119.781 0.756 7.211 482912 14912 482912 2447 1021 123.69 5.657 1.202 0.832 0.78 "Négatif"
"29_M_82" 49 26616.49 16023.112 12672 12160 61632 1649.969 1028.296 1650.19 1028.413 25.213 1645 1024 9 8 8.793 7.095 147.548 0.969 9.849 1304208 18080 1304208 1645 1027 156.038 7.603 1.239 0.807 0.867 "Négatif"
"29_M_83" 6 14253.333 2006.311 11808 11808 17728 3786 1028.5 3786.002 1028.469 7.657 3785 1027 2 3 3.385 2.257 90 1 3.606 85520 14416 85520 3785 1027 123.69 2 1.5 0.667 1 "Négatif"
"29_M_84" 13 18515.692 5577.032 11680 11680 28832 2873.654 1033.962 2873.558 1034.119 12.485 2872 1032 4 4 4.359 3.797 76.224 1 5 240704 17632 240704 2872 1032 126.87 4 1.148 0.871 0.897 "Négatif"
"29_M_85" 7 14626.286 1815.311 12160 12160 16512 2953.5 1035.214 2953.528 1035.198 9.071 2952 1034 3 3 3.086 2.888 0 1 3.606 102384 14976 102384 2952 1034 123.69 3 1.069 0.936 0.875 "Négatif"
"29_M_86" 11 16152.727 3890.537 12656 12656 24752 2267.5 1042.5 2267.499 1042.5 12.485 2266 1040 3 5 4.535 3.088 90 0.887 5.099 177680 13872 177680 2267 1040 101.31 3 1.469 0.681 0.846 "Négatif"
"29_M_87" 7 13419.429 1220.718 12000 12000 15616 2918.357 1045.214 2918.343 1045.208 10.485 2917 1043 3 4 3.926 2.27 108.435 0.8 4.472 93936 13248 93936 2918 1043 116.565 2.846 1.73 0.578 0.737 "Négatif"
"29_M_88" 30 24712.533 16921.21 65504 12592 65504 3145.233 1050.667 3145.496 1050.897 23.556 3142 1047 6 8 6.996 5.459 104.176 0.679 8.544 741376 16256 741376 3144 1047 110.556 6 1.282 0.78 0.759 "Négatif"
"29_M_89" 5 13516.8 1637.301 12480 12480 16416 3114.5 1059.5 3114.491 1059.497 8.485 3113 1058 3 3 2.523 2.523 0 0.873 3.162 67584 12896 67584 3114 1058 108.435 2.828 1 1 0.714 "Négatif"
"29_M_90" 8 14402 2381.666 11776 11776 17040 3094.75 1064.875 3094.8 1064.9 10.485 3093 1063 4 3 3.824 2.664 162.704 0.914 4.472 115216 16160 115216 3093 1064 153.435 3 1.435 0.697 0.842 "Négatif"
"29_M_91" 6 13352 1229.473 12064 12064 14976 3232 1069 3232.04 1069.032 9.657 3231 1067 2 4 3.988 1.916 108.435 0.809 4.472 80112 13984 80112 3231 1067 116.565 2 2.082 0.48 0.857 "Négatif"
"29_M_92" 10 13595.2 1250.005 12176 12176 16064 3318.5 1080.6 3318.507 1080.625 12.485 3317 1078 3 5 4.531 2.81 110.505 0.806 5.385 135952 13680 135952 3318 1078 111.801 3 1.613 0.62 0.8 "Négatif"
"29_M_93" 6 12672 856.321 11904 11904 14320 3374.667 1083.167 3374.653 1083.148 9.071 3373 1082 3 3 2.93 2.607 116.565 0.916 3.606 76032 12480 76032 3373 1082 123.69 3 1.124 0.89 0.8 "Négatif"
"29_M_94" 17 22672 10549.546 12496 12496 47280 4349.088 1084.618 4349.162 1084.603 13.899 4347 1082 4 5 5.229 4.14 105.172 1 5.831 385424 18464 385424 4348 1082 120.964 4 1.263 0.792 0.919 "Négatif"
"29_M_95" 26 17013.538 4722.174 11856 11856 27376 2909.077 1086.538 2909.176 1086.596 22.142 2906 1083 5 8 8.03 4.123 104.933 0.666 8.944 442352 15648 442352 2907 1083 116.565 5 1.948 0.513 0.825 "Négatif"
"29_M_96" 26 21821.538 10756.287 11968 11968 46096 3466.962 1088.692 3467.086 1088.657 23.213 3463 1085 7 7 6.577 5.033 138.774 0.606 8.062 567360 16736 567360 3466 1085 119.745 5.657 1.307 0.765 0.754 "Négatif"
"29_M_97" 21 16281.905 4357.889 12096 12096 26144 2894.452 1089.833 2894.637 1089.831 18.142 2891 1087 6 5 5.994 4.461 13.478 0.802 6.708 341920 14784 341920 2891 1089 153.435 5 1.344 0.744 0.808 "Négatif"
"29_M_98" 6 14608 1547.953 12976 12976 16976 3594.333 1092.667 3594.332 1092.685 8.485 3593 1091 3 3 3.14 2.433 45 1 3.606 87648 15104 87648 3593 1094 33.69 2.828 1.291 0.775 0.8 "Négatif"
"29_M_99" 8 16006 3691.44 11776 11776 22736 3936.625 1092.375 3936.734 1092.459 9.071 3935 1091 3 3 3.538 2.879 135 1 4.243 128048 16928 128048 3935 1091 135 3 1.229 0.814 0.941 "Négatif"
"29_M_100" 13 17259.077 4966.29 12496 12496 29280 2921.5 1109.5 2921.474 1109.534 14.142 2919 1107 5 5 4.068 4.068 0 0.817 5.099 224368 15632 224368 2921 1107 101.31 4.243 1 1 0.765 "Négatif"
"29_M_101" 11 14497.455 3019.463 11680 11680 19936 2546.955 1112.318 2546.921 1112.354 11.899 2545 1110 4 4 4.507 3.107 138.972 0.976 5 159472 13296 159472 2546 1110 126.87 3.536 1.45 0.689 0.846 "Négatif"
"29_M_102" 36 25234.667 14978.479 11984 11984 65488 1685.194 1118.556 1685.45 1118.669 22.971 1681 1115 8 7 7.501 6.111 158.614 0.857 8.485 908448 18032 908448 1683 1115 135 6.791 1.227 0.815 0.837 "Négatif"
"29_M_103" 6 14336 2311.543 11984 11984 17568 2823.667 1121.167 2823.675 1121.144 9.071 2822 1120 3 3 2.93 2.607 116.565 0.916 3.606 86016 13632 86016 2822 1120 123.69 3 1.124 0.89 0.8 "Négatif"
"29_M_104" 8 14070 2101.062 11760 11760 17824 3075.25 1130.25 3075.252 1130.251 10.485 3074 1128 3 4 3.797 2.682 82.982 0.914 4.472 112560 13856 112560 3074 1132 63.435 3 1.416 0.706 0.8 "Négatif"
"29_M_105" 6 13632 1099.795 12336 12336 15216 1762.5 1130.667 1762.449 1130.636 8.485 1761 1129 3 3 3.718 2.055 143.13 1 4.243 81792 14112 81792 1761 1129 135 2.683 1.809 0.553 0.8 "Négatif"
"29_M_106" 11 16450.909 3934.945 12592 12592 26096 3402.591 1136.864 3402.532 1136.845 11.071 3401 1135 3 4 4.384 3.195 105.071 1 5 180960 15200 180960 3401 1135 126.87 3 1.372 0.729 0.957 "Négatif"
"29_M_107" 9 13955.556 1737.249 11696 11696 17520 3337.389 1143.389 3337.403 1143.406 11.071 3336 1141 3 4 3.923 2.921 101.981 0.923 4.472 125600 13456 125600 3337 1141 116.565 3 1.343 0.745 0.857 "Négatif"
"29_M_108" 8 12570 894.772 11680 11680 14128 3158.625 1148.5 3158.649 1148.504 11.899 3156 1147 5 3 4.98 2.045 146.055 0.71 5.831 100560 12304 100560 3156 1147 149.036 2.828 2.435 0.411 0.727 "Négatif"
"29_M_109" 9 12449.778 481.428 11760 11760 13360 3168.167 1152.722 3168.174 1152.702 14.728 3166 1151 4 4 4.3 2.665 56.153 0.521 5.657 112048 12336 112048 3166 1155 45 3.479 1.613 0.62 0.667 "Négatif"
"29_M_110" 15 14768 3629.573 11776 11776 22336 2111.833 1161.833 2111.851 1161.839 15.314 2109 1159 5 5 5.595 3.413 135 0.804 7.071 221520 12880 221520 2109 1159 135 4.243 1.639 0.61 0.789 "Négatif"
"29_M_111" 5 13238.4 466.833 12736 12736 13776 4294.7 1177.9 4294.691 1177.901 7.657 4293 1177 3 2 3.144 2.025 161.565 1 3.606 66192 13104 66192 4293 1177 146.31 2 1.553 0.644 0.909 "Négatif"
"29_M_112" 9 16506.667 2752.93 13296 13296 21184 4001.167 1179.611 4001.149 1179.579 10.485 3999 1178 4 3 3.919 2.924 159.699 1 4.472 148560 16960 148560 3999 1179 153.435 3 1.34 0.746 0.857 "Négatif"
"29_M_113" 62 29110.452 19709.722 65504 11760 65504 2216.145 1184.323 2216.534 1184.628 36.284 2211 1179 10 10 9.746 8.099 142.039 0.592 11.402 1804848 23136 1804848 2214 1179 127.875 9.701 1.203 0.831 0.77 "Négatif"
"29_M_114" 5 12041.6 284.782 11744 11744 12512 2559.9 1190.5 2559.897 1190.508 13.314 2559 1188 2 5 4.104 1.551 96.402 0.354 5.385 60208 11984 60208 2559 1188 111.801 2 2.645 0.378 0.556 "Négatif"
"29_M_115" 5 13792 1173.412 12608 12608 15344 2858.3 1193.9 2858.339 1193.89 7.071 2857 1193 3 2 3.144 2.025 18.435 1 3.606 68960 14112 68960 2857 1195 33.69 2 1.553 0.644 0.909 "Négatif"
"29_M_116" 7 13389.714 973.436 13984 12176 14912 3914.5 1194.214 3914.502 1194.217 9.071 3913 1193 3 3 3.086 2.888 0 1 3.606 93728 13312 93728 3913 1193 123.69 3 1.069 0.936 0.875 "Négatif"
"29_M_117" 12 14045.333 1477.552 12064 12064 16576 3816.417 1197.667 3816.389 1197.658 12.485 3815 1195 3 5 4.911 3.111 80.583 0.967 5.385 168544 14048 168544 3815 1200 68.199 3 1.579 0.633 0.889 "Négatif"
"29_M_118" 7 13744 1568.925 12544 12544 16896 3477.929 1197.5 3477.925 1197.518 9.899 3476 1196 4 3 3.69 2.416 146.599 0.898 4.472 96208 13008 96208 3476 1196 153.435 3 1.527 0.655 0.737 "Négatif"
"29_M_119" 8 13344 820.937 12368 12368 14272 3323 1209.5 3323.012 1209.505 13.314 3321 1207 4 4 3.709 2.746 121.717 0.567 5 106752 13808 106752 3322 1207 126.87 3.536 1.35 0.741 0.667 "Négatif"
"29_M_120" 30 23970.667 15036.559 11888 11888 65504 1919.367 1212.6 1919.746 1212.712 22.971 1916 1209 7 7 6.514 5.864 5.403 0.714 7.616 719120 16800 719120 1916 1211 156.801 6.791 1.111 0.9 0.789 "Négatif"
"29_M_121" 43 24736 17311.18 65504 11728 65504 3113.384 1222.593 3113.714 1222.834 27.213 3110 1218 7 9 8.196 6.68 114.948 0.73 9.22 1063648 15824 1063648 3113 1218 102.529 7 1.227 0.815 0.835 "Négatif"
"29_M_122" 10 13040 1358.043 11696 11696 15392 2572.5 1221.4 2572.5 1221.43 12.485 2571 1219 3 5 4.531 2.81 69.495 0.806 5.385 130400 12528 130400 2572 1224 68.199 3 1.613 0.62 0.8 "Négatif"
"29_M_123" 11 14941.091 2505.089 11856 11856 18640 4359.955 1222.409 4359.994 1222.411 13.314 4358 1220 4 5 4.179 3.352 107.412 0.78 5.099 164352 14944 164352 4360 1220 101.31 4 1.247 0.802 0.733 "Négatif"
"29_M_124" 9 15392 2845.741 12688 12688 21968 2059.833 1240.389 2059.79 1240.36 9.899 2058 1239 4 3 3.919 2.924 159.699 1 4.472 138528 15056 138528 2058 1239 153.435 3 1.34 0.746 0.857 "Négatif"
